bank_account_key,tdate,description,amount,classification,period_status,transaction_group,transaction_type,vendor,customer,comments,vendor_no_w9,customer_no_w9
4909Jamesway,2018-08-22,CHECK 2012,-1600,clean,closed,A01-Income,Exp-Repair,W9-RAYMUNDO,4909Jamesway,,W9-RAYMUNDO,4909Jamesway
4909Jamesway,2018-08-28,CHECK 2008,-25,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,4909Jamesway,,PabloPedro,4909Jamesway
4909Jamesway,2018-08-28,CHECK 2010,-250,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,JPGreenEmpire,4909Jamesway
4909Jamesway,2018-08-28,CHECK 2011,-300,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,JPGreenEmpire,4909Jamesway
4909Jamesway,2018-08-29,QuickPay with Zelle payment to Carlo Allen JPMXXXXX5991,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,CarloAllen,4909Jamesway
4909Jamesway,2018-08-30,QuickPay with Zelle payment to Carlo Allen JPMXXXXX6807,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,CarloAllen,4909Jamesway
4909Jamesway,2018-08-31,DEPOSIT ID NUMBER XX9473,800,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-08-31,QuickPay with Zelle payment to Carlo Allen JPMXXXXX2763,-75,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,CarloAllen,4909Jamesway
4909Jamesway,2018-09-04,DEPOSIT ID NUMBER XX3166,1495,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-09-04,DEPOSIT ID NUMBER XX3165,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-09-04,DEPOSIT ID NUMBER XX3167,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-09-04,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX8249,-300,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-04,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2018-09-07,DEPOSIT ID NUMBER X6377,1000,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-09-07,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX9941,-34.6,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-09-07,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX3050,-58.65,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-07,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX2550,-264,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-10,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5260,-103.28,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-10,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5341,-106.97,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-17,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX0831,-38.87,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-09-17,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX0424,-58.74,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-17,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX8375,-75,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,MariaVaca,4909Jamesway
4909Jamesway,2018-09-17,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX4632,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-17,CHECK 2018,-120,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-09-17,CHECK 2014,-260,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,JPGreenLLC,4909Jamesway
4909Jamesway,2018-09-21,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX3982,-408.88,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-01,DEPOSIT ID NUMBER X8540,995,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-10-01,DEPOSIT ID NUMBER X8835,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-10-01,DEPOSIT ID NUMBER XX6165,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX6746,-14.31,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX1676,-25.62,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX2836,-27.68,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5562,-44.16,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX3398,-84.42,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX4107,-97.64,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX9950,-164.53,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-01,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2018-10-01,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5059,-1139.36,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-03,DEPOSIT ID NUMBER XX7469,900,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-10-03,CHECK 2019,-33.92,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,4909Jamesway,,Utilities,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX3368,-7.7,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5851,-8.72,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5673,-10.88,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX6064,-25.69,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX2733,-48.72,clean,closed,A01-Income,Exp-Travel,GeneralVendor,4909Jamesway,,FoodGas,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX0904,-53.03,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-09,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX2006,-70.57,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-10-15,DEPOSIT ID NUMBER XX6322,75,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-10-31,Deposit Unit 103,900,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-11-01,DEPOSIT ID NUMBER XX6428,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-11-01,DEPOSIT ID NUMBER XX6268,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-11-01,DEPOSIT ID NUMBER XX0168,100,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-11-01,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2018-11-05,PAYPAL VERIFYBANKPPD ID: PAYPALRD33,0.07,clean,closed,A01-Income,Exp-ProfessionalServices,4909Jamesway,GeneralCustomer,,4909Jamesway,TrialDeposit
4909Jamesway,2018-11-05,PAYPAL VERIFYBANKPPD ID: PAYPALRD33,0.06,clean,closed,A01-Income,Exp-ProfessionalServices,4909Jamesway,GeneralCustomer,,4909Jamesway,TrialDeposit
4909Jamesway,2018-11-05,PAYPAL VERIFYBANKPPD ID: PAYPALRD33,-0.13,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,4909Jamesway,,TrialDeposit,4909Jamesway
4909Jamesway,2018-11-07,PAYPAL TRANSFERPPD ID: PAYPALSD11,868.74,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-11-13,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX3074,-58.43,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,Paint,4909Jamesway
4909Jamesway,2018-11-13,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX9035,-65.08,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,Paint,4909Jamesway
4909Jamesway,2018-11-21,Online Transfer to CHK ...5909 transaction#: XXXXXX3908,-3200,clean,closed,A01-Income,Exp-Mgmt,6401Basswood,4909Jamesway,,6401Basswood,4909Jamesway
4909Jamesway,2018-11-26,Online Transfer to CHK ...5031 transaction#: XXXXXX4967,-9000,clean,closed,D01-Owner,Owner-Draw,Common,4909Jamesway,,Common,4909Jamesway
4909Jamesway,2018-11-28,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX6898,-150,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,4909Jamesway,,Bank,4909Jamesway
4909Jamesway,2018-11-28,Online Transfer XXXXXX6404 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2018-11-29,StateAutoCos InsPayment SAIINSXXXXX4347 WEB ID: XXXXXX6001,-156.45,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,4909Jamesway,,Insurance,4909Jamesway
4909Jamesway,2018-11-30,DEPOSIT ID NUMBER X9434,995,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-11-30,DEPOSIT ID NUMBER XX0258,900,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-12-03,DEPOSIT ID NUMBER XX9244,450,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-12-03,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2018-12-10,DEPOSIT ID NUMBER X9358,445,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-12-10,PAYPAL TRANSFERPPD ID: PAYPALSD11,100,clean,closed,A01-Income,Exp-Repair,4909Jamesway,GeneralCustomer,,4909Jamesway,Refund
4909Jamesway,2018-12-10,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX2518,-43.25,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,Ameritech,4909Jamesway
4909Jamesway,2018-12-10,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5010,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-12-11,DEPOSIT ID NUMBER XX6141,804,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-12-14,DEPOSIT ID NUMBER XX8987,200,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2018-12-14,Payment to Chase card ending in1715,-997.5,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,ChoiceHomeWarranty,4909Jamesway
4909Jamesway,2018-12-17,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX9842,-54.46,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,Lowes,4909Jamesway
4909Jamesway,2018-12-17,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX0821,-56.53,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,Lowes,4909Jamesway
4909Jamesway,2018-12-17,Online Transfer to CHK ...5031 transaction#: XXXXXX4056,-666.79,clean,closed,A01-Income,Exp-Repair,Common,4909Jamesway,,Common,4909Jamesway
4909Jamesway,2018-12-17,QuickPay with Zelle payment to MEADOW VIEW HOMES LLC XXXXXX2655,-1598.05,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RMSprinkler,4909Jamesway
4909Jamesway,2018-12-17,Payment to Chase card ending in1715,-2000,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2018-12-27,Online Transfer XXXXXX3148 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2018-12-31,DEPOSIT ID NUMBER XX6218,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-01-02,DEPOSIT ID NUMBER XX1919,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-01-02,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2019-01-04,DEPOSIT ID NUMBER XX3343,900,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-01-04,DEPOSIT ID NUMBER XX6298,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-01-17,Payment to Chase card ending in1715,-75,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2019-01-23,CHECK 1934,-997.5,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,ChoiceHomeWarranty,4909Jamesway
4909Jamesway,2019-01-29,DEPOSIT ID NUMBER XX1859,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-01-30,Online Transfer XXXXXX0569 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2019-01-31,StateAutoCos InsPayment SAIINSXXXXX2598 WEB ID: XXXXXX6001,-312.9,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,4909Jamesway,,Insurance,4909Jamesway
4909Jamesway,2019-02-01,DEPOSIT ID NUMBER XX2894,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-02-01,DEPOSIT ID NUMBER XX2852,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-02-01,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2019-02-05,DEPOSIT ID NUMBER XX1736,900,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-02-13,CHECK 2020,-55,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,4909Jamesway,,CityServices,4909Jamesway
4909Jamesway,2019-02-14,QuickPay with Zelle payment to William JPMXXXXX7368,-40,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,WilliamMowing,4909Jamesway
4909Jamesway,2019-02-26,DEPOSIT ID NUMBER XX0753,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-02-26,WELLS FARGO IFI DDA TO DDA F205TZ7JFB WEB ID: INTFITRVOS,-8000,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,4909Jamesway,,County,4909Jamesway
4909Jamesway,2019-02-27,Payment to Chase card ending in1715,-45,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2019-02-27,CHECK 1935,-80,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RamosWindows,4909Jamesway
4909Jamesway,2019-02-27,Online Transfer XXXXXX3806 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2019-03-01,DEPOSIT ID NUMBER XX0584,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-03-01,DEPOSIT ID NUMBER XX0612,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-03-01,StateAutoCos InsPayment SAIINSXXXXX5340 WEB ID: XXXXXX6001,-156.45,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,4909Jamesway,,Insurance,4909Jamesway
4909Jamesway,2019-03-01,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2019-03-05,DEPOSIT ID NUMBER XX0815,900,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-03-11,CHECK 2021,-50,clean,closed,A01-Income,Rev-Rent,GeneralVendor,4909Jamesway,,RewardCheck,4909Jamesway
4909Jamesway,2019-03-15,CHASE CREDIT CRD EPAY ONUS XXXXXX2944 WEB ID: XXXXXX9224,-75,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,RepairWork,4909Jamesway
4909Jamesway,2019-03-18,DEPOSIT ID NUMBER XX0839,845,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-03-18,DEPOSIT ID NUMBER X0578,180,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-03-18,DEPOSIT ID NUMBER XX0840,120,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-03-28,Online Transfer XXXXXX2687 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2019-04-01,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2019-04-02,Online Transfer from CHK ...5031transaction#: XXXXXX7788,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,Common,,4909Jamesway,Tenant
4909Jamesway,2019-04-02,DEPOSIT ID NUMBER XX0853,885,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-04-02,DEPOSIT ID NUMBER XX0976,700,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-04-02,QuickPay with Zelle payment to William JPMXXXXX2197,-40,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,WilliamMowing,4909Jamesway
4909Jamesway,2019-04-02,StateAutoCos InsPayment SAIINSXXXXX4800 WEB ID: XXXXXX6001,-156.45,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,4909Jamesway,,Insurance,4909Jamesway
4909Jamesway,2019-04-05,CHECK 2023,-75,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,JoseBillatro,4909Jamesway
4909Jamesway,2019-04-24,CHECK 2024,-140,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,JoseBillatoro,4909Jamesway
4909Jamesway,2019-04-29,DEPOSIT ID NUMBER XX2892,500,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-04-29,Online Transfer XXXXXX3968 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2019-04-30,DEPOSIT ID NUMBER XX3363,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-05-01,StateAutoCos InsPayment SAIINSXXXXX1725 WEB ID: XXXXXX6001,-156.45,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,4909Jamesway,,Insurance,4909Jamesway
4909Jamesway,2019-05-01,JPMORGAN CHASE CHASE ACHPPD ID: XXXXXX8113,-1118.25,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,4909Jamesway,,Lender,4909Jamesway
4909Jamesway,2019-05-06,Online Transfer from CHK ...5909transaction#: XXXXXX9486,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-05-10,DEPOSIT ID NUMBER XX1696,400,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-05-13,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5427,-196,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,4909Jamesway,,EvictionFee,4909Jamesway
4909Jamesway,2019-05-17,QuickPay with Zelle payment to William JPMXXXXX9091,-40,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,WilliamMowing,4909Jamesway
4909Jamesway,2019-05-20,QuickPay with Zelle payment to William JPMXXXXX7513,-50,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,WilliamMowing,4909Jamesway
4909Jamesway,2019-05-22,CHECK 2025,-175,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,4909Jamesway,,MariaVaca,4909Jamesway
4909Jamesway,2019-05-22,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX9556,-700,clean,closed,A01-Income,Exp-Repair,W9-RAYMUNDO,4909Jamesway,,W9-RAYMUNDO,4909Jamesway
4909Jamesway,2019-05-24,DEPOSIT ID NUMBER XX6881,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-05-28,DEPOSIT ID NUMBER XX5539,2770,clean,closed,A01-Income,Rev-Rent,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-05-29,Online Transfer XXXXXX5228 to Chase-Trulo-x8616 #####8616 transa,-200,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,4909Jamesway,,W9-TRULO,4909Jamesway
4909Jamesway,2019-05-31,StateAutoCos InsPayment SAIINSXXXXX6524 WEB ID: XXXXXX6001,-156.45,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,4909Jamesway,,Insurance,4909Jamesway
4909Jamesway,2019-06-03,Online Transfer from CHK ...5031transaction#: XXXXXX7289,895,clean,closed,A01-Income,Rev-Rent,4909Jamesway,Common,,4909Jamesway,Tenant
4909Jamesway,2019-06-03,ONLINE TRANSFER FROM GUPTA N REF #IB06BJ3GNX CHECKING JMS 101A PABLO SD CHASE WFESCROW XXXX2018,800,clean,closed,B01-SecurityDeposit,Security-In,4909Jamesway,GeneralCustomer,,4909Jamesway,Tenant
4909Jamesway,2019-06-03,Payment to Chase card ending in1715,-196,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,4909Jamesway,,EvictionFee,4909Jamesway
4909Jamesway,2019-06-03,Payment to Chase card ending in1715,-281.37,clean,closed,A01-Income,Exp-Repair,GeneralVendor,4909Jamesway,,Paint,4909Jamesway
4909Jamesway,2019-06-03,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX5712,-800,clean,closed,B01-SecurityDeposit,Security-Refund,GeneralVendor,4909Jamesway,,Tenant,4909Jamesway
4909Jamesway,2019-06-03,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX7261,-845,clean,closed,B01-SecurityDeposit,Security-Refund,GeneralVendor,4909Jamesway,,Tenant,4909Jamesway
4909Jamesway,2019-06-03,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX6210,-845,clean,closed,B01-SecurityDeposit,Security-Refund,GeneralVendor,4909Jamesway,,Tenant,4909Jamesway
